tweet_id,text,source_file,categories,priority,cluster_id,clean_text
tweet_1061,Water treatment plant near Pine Valley reservoir sustained pump electrical failure. Tap water contamination alert issued! Boil water notice in effect. https://t.co/disaster0061,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,water treatment plant near pine valley reservoir sustained pump electrical failure. tap water contamination alert issued! boil water notice in effect.
tweet_1062,Cellular towers down across all of Westview county. Emergency responders relying exclusively on HAM radio relay frequencies 146.520 MHz.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,cellular towers down across all of westview county. emergency responders relying exclusively on ham radio relay frequencies 146.520 mhz.
tweet_1063,RT @emergency_intel: Natural gas main rupture reported near 8th Street industrial park after falling burning pine trees. Fire crews requesting emergency gas valve shutdown.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,natural gas main rupture reported near 8th street industrial park after falling burning pine trees. fire crews requesting emergency gas valve shutdown.
tweet_1064,Railway tracks severely warped by intense ground heat near mile marker 82. Freight line traffic suspended between North and South terminals.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,railway tracks severely warped by intense ground heat near mile marker 82. freight line traffic suspended between north and south terminals.
tweet_1065,Severe smoke and asphalt melting reported on Ridge Road. Road surface impassable for light emergency vehicles. Heavy bulldozers en route.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,severe smoke and asphalt melting reported on ridge road. road surface impassable for light emergency vehicles. heavy bulldozers en route.
tweet_1066,"Structural safety inspection: North Elementary School building is NOT collapsed, but structural roof inspection is ongoing. School remains closed. https://t.co/disaster0066",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"structural safety inspection: north elementary school building is not collapsed, but structural roof inspection is ongoing. school remains closed."
tweet_1067,RT @emergency_intel: Major structural damage: Pine Valley Bridge on Highway 101 cracked and buckling from fire heat. Highway closed in both directions until further notice.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,major structural damage: pine valley bridge on highway 101 cracked and buckling from fire heat. highway closed in both directions until further notice.
tweet_1068,"Wildfire knocked down 4 main transmission towers. Over 35,000 households without electricity in Western Valley. Power grid repair crews blocked by fire.",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"wildfire knocked down 4 main transmission towers. over 35,000 households without electricity in western valley. power grid repair crews blocked by fire."
tweet_1069,Water treatment plant near Pine Valley reservoir sustained pump electrical failure. Tap water contamination alert issued! Boil water notice in effect.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,water treatment plant near pine valley reservoir sustained pump electrical failure. tap water contamination alert issued! boil water notice in effect.
tweet_1070,Cellular towers down across all of Westview county. Emergency responders relying exclusively on HAM radio relay frequencies 146.520 MHz.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,cellular towers down across all of westview county. emergency responders relying exclusively on ham radio relay frequencies 146.520 mhz.
tweet_1071,RT @emergency_intel: Natural gas main rupture reported near 8th Street industrial park after falling burning pine trees. Fire crews requesting emergency gas valve shutdown.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,natural gas main rupture reported near 8th street industrial park after falling burning pine trees. fire crews requesting emergency gas valve shutdown.
tweet_1072,Railway tracks severely warped by intense ground heat near mile marker 82. Freight line traffic suspended between North and South terminals.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,railway tracks severely warped by intense ground heat near mile marker 82. freight line traffic suspended between north and south terminals.
tweet_1073,Severe smoke and asphalt melting reported on Ridge Road. Road surface impassable for light emergency vehicles. Heavy bulldozers en route.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,severe smoke and asphalt melting reported on ridge road. road surface impassable for light emergency vehicles. heavy bulldozers en route.
tweet_1074,"Structural safety inspection: North Elementary School building is NOT collapsed, but structural roof inspection is ongoing. School remains closed.",event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,"structural safety inspection: north elementary school building is not collapsed, but structural roof inspection is ongoing. school remains closed."
tweet_1075,RT @emergency_intel: Major structural damage: Pine Valley Bridge on Highway 101 cracked and buckling from fire heat. Highway closed in both directions until further notice.,event_pinevalley_fire.json.gz,['InfrastructureDamage'],High,EVENT_WILDFIRE_PINEVALLEY,major structural damage: pine valley bridge on highway 101 cracked and buckling from fire heat. highway closed in both directions until further notice.
tweet_1001,RT @emergency_intel: CRITICAL: Flash flood water rising rapidly on River Road! 5 people including children trapped on roof of vehicle at mile 14! #RivervaleFlood #RescueNeeded,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,critical: flash flood water rising rapidly on river road! 5 people including children trapped on roof of vehicle at mile 14! rivervaleflood rescueneeded
tweet_1002,Emergency: Family of 4 stranded inside house near River Road crossing. Water is at second floor window level! Please send rescue boats!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,emergency: family of 4 stranded inside house near river road crossing. water is at second floor window level! please send rescue boats!
tweet_1003,Flood water sweeping through Elm Street neighborhood. Two elderly residents clinging to tree near bridge! Water rescue units needed urgently!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,flood water sweeping through elm street neighborhood. two elderly residents clinging to tree near bridge! water rescue units needed urgently!
tweet_1004,RT @RivervalePD: Urgent evacuation notice for River Road basin. Search and rescue zodiac boats deployed to Sector 4. Do NOT attempt to drive through flood water!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,urgent evacuation notice for river road basin. search and rescue zodiac boats deployed to sector 4. do not attempt to drive through flood water!
tweet_1005,RT @emergency_intel: Water levels crossing 8 feet near River Road church. 3 people trapped in minivan near bridge! https://t.co/floodrescue99 #FloodSOS,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water levels crossing 8 feet near river road church. 3 people trapped in minivan near bridge! floodsos
tweet_1006,Update: First responders on scene with swift water rescue team at River Road bridge. Evacuations in progress for 12 stranded residents. https://t.co/disaster0006,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,update: first responders on scene with swift water rescue team at river road bridge. evacuations in progress for 12 stranded residents.
tweet_1007,Water rising over 2 inches per minute on River Road. 6 citizens unable to exit apartment ground floor! Urgent rescue required!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water rising over 2 inches per minute on river road. 6 citizens unable to exit apartment ground floor! urgent rescue required!
tweet_1008,Coast guard helicopter spotted over River Road basin winching trapped flood victims from rooftop. Strong currents reported.,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,coast guard helicopter spotted over river road basin winching trapped flood victims from rooftop. strong currents reported.
tweet_1009,RT @emergency_intel: CRITICAL: Flash flood water rising rapidly on River Road! 5 people including children trapped on roof of vehicle at mile 14! #RivervaleFlood #RescueNeeded,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,critical: flash flood water rising rapidly on river road! 5 people including children trapped on roof of vehicle at mile 14! rivervaleflood rescueneeded
tweet_1010,Emergency: Family of 4 stranded inside house near River Road crossing. Water is at second floor window level! Please send rescue boats!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,emergency: family of 4 stranded inside house near river road crossing. water is at second floor window level! please send rescue boats!
tweet_1011,Flood water sweeping through Elm Street neighborhood. Two elderly residents clinging to tree near bridge! Water rescue units needed urgently! https://t.co/disaster0011,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,flood water sweeping through elm street neighborhood. two elderly residents clinging to tree near bridge! water rescue units needed urgently!
tweet_1012,RT @RivervalePD: Urgent evacuation notice for River Road basin. Search and rescue zodiac boats deployed to Sector 4. Do NOT attempt to drive through flood water!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,urgent evacuation notice for river road basin. search and rescue zodiac boats deployed to sector 4. do not attempt to drive through flood water!
tweet_1013,RT @emergency_intel: Water levels crossing 8 feet near River Road church. 3 people trapped in minivan near bridge! https://t.co/floodrescue99 #FloodSOS,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water levels crossing 8 feet near river road church. 3 people trapped in minivan near bridge! floodsos
tweet_1014,Update: First responders on scene with swift water rescue team at River Road bridge. Evacuations in progress for 12 stranded residents.,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,update: first responders on scene with swift water rescue team at river road bridge. evacuations in progress for 12 stranded residents.
tweet_1015,Water rising over 2 inches per minute on River Road. 6 citizens unable to exit apartment ground floor! Urgent rescue required!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water rising over 2 inches per minute on river road. 6 citizens unable to exit apartment ground floor! urgent rescue required!
tweet_1016,Coast guard helicopter spotted over River Road basin winching trapped flood victims from rooftop. Strong currents reported. https://t.co/disaster0016,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,coast guard helicopter spotted over river road basin winching trapped flood victims from rooftop. strong currents reported.
tweet_1017,RT @emergency_intel: CRITICAL: Flash flood water rising rapidly on River Road! 5 people including children trapped on roof of vehicle at mile 14! #RivervaleFlood #RescueNeeded,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,critical: flash flood water rising rapidly on river road! 5 people including children trapped on roof of vehicle at mile 14! rivervaleflood rescueneeded
tweet_1018,Emergency: Family of 4 stranded inside house near River Road crossing. Water is at second floor window level! Please send rescue boats!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,emergency: family of 4 stranded inside house near river road crossing. water is at second floor window level! please send rescue boats!
tweet_1019,Flood water sweeping through Elm Street neighborhood. Two elderly residents clinging to tree near bridge! Water rescue units needed urgently!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,flood water sweeping through elm street neighborhood. two elderly residents clinging to tree near bridge! water rescue units needed urgently!
tweet_1020,RT @RivervalePD: Urgent evacuation notice for River Road basin. Search and rescue zodiac boats deployed to Sector 4. Do NOT attempt to drive through flood water!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,urgent evacuation notice for river road basin. search and rescue zodiac boats deployed to sector 4. do not attempt to drive through flood water!
tweet_1021,RT @emergency_intel: Water levels crossing 8 feet near River Road church. 3 people trapped in minivan near bridge! https://t.co/floodrescue99 #FloodSOS,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water levels crossing 8 feet near river road church. 3 people trapped in minivan near bridge! floodsos
tweet_1022,Update: First responders on scene with swift water rescue team at River Road bridge. Evacuations in progress for 12 stranded residents.,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,update: first responders on scene with swift water rescue team at river road bridge. evacuations in progress for 12 stranded residents.
tweet_1023,Water rising over 2 inches per minute on River Road. 6 citizens unable to exit apartment ground floor! Urgent rescue required!,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,water rising over 2 inches per minute on river road. 6 citizens unable to exit apartment ground floor! urgent rescue required!
tweet_1024,Coast guard helicopter spotted over River Road basin winching trapped flood victims from rooftop. Strong currents reported.,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,coast guard helicopter spotted over river road basin winching trapped flood victims from rooftop. strong currents reported.
tweet_1025,RT @emergency_intel: CRITICAL: Flash flood water rising rapidly on River Road! 5 people including children trapped on roof of vehicle at mile 14! #RivervaleFlood #RescueNeeded,event_rivervale_flood.json.gz,['SearchAndRescue'],Critical,EVENT_FLOOD_RIVERVALE,critical: flash flood water rising rapidly on river road! 5 people including children trapped on roof of vehicle at mile 14! rivervaleflood rescueneeded
